135,108
153,110
206,135
157,128
295,171
239,177
304,187
51,194
201,189
210,201
304,228
241,214
170,208
182,212
259,226
210,228
315,231
205,233
195,234
254,233
57,241
212,245
163,237
103,237
226,246
181,243
87,248
266,251
183,250
279,263
230,266
159,260
105,259
84,271
280,281
207,279
88,280
262,303
156,298
184,311
90,322
115,322
160,326
257,325
179,326
118,342
193,343
255,342
177,342
54,346
133,354
32,364
77,382
255,391
155,410
203,417
216,433
141,435
196,439
165,440
204,450
214,449
166,451
192,451
141,451
151,452
158,451
184,451
263,458
203,462
213,463
158,464
164,463
187,463
195,463
141,464
150,464
179,463
126,465
203,475
171,476
179,476
213,474
141,477
150,477
194,475
265,485
202,487
74,490
150,489
163,489
171,489
179,489
194,488
213,488
141,490
171,502
190,501
202,501
214,500
141,503
150,502
182,501
213,512
162,515
178,514
203,514
141,516
150,516
156,516
195,514
213,526
115,524
163,528
171,528
187,527
194,527
202,526
140,529
150,530
187,541
203,539
214,539
150,542
156,542
171,541
179,541
192,540
141,543
248,540
150,555
158,555
172,555
187,553
216,557
141,561
81,574
146,616
280,612
204,650
282,663
269,681
318,700
226,736
133,744
112,756
220,750
103,765
219,760
80,770
158,802
161,822
147,817
88,844
149,836
213,833
89,862
212,850
79,876
110,881
253,861
170,875
240,880
87,911
210,896
88,933
254,908
210,918
79,969
224,931
130,963
87,982
208,957
126,973
139,975
149,976
159,974
169,973
208,968
158,1012
123,1032
