135,108
153,110
295,171
126,213
61,215
212,245
183,250
84,271
257,325
32,364
203,417
216,433
141,435
188,439
165,440
204,450
214,449
172,450
192,451
141,451
203,462
213,463
164,463
195,463
141,464
150,464
203,475
171,476
179,476
213,474
141,477
150,477
194,475
202,487
74,490
150,489
163,489
186,487
213,488
141,490
171,502
202,501
214,500
141,503
150,502
182,501
213,512
162,515
178,514
203,514
141,516
150,516
195,514
213,526
156,528
171,528
179,527
187,527
202,526
140,529
150,530
214,539
150,542
156,542
171,541
187,541
141,543
150,555
216,557
141,561
146,616
116,737
104,740
133,744
220,750
219,760
158,802
161,822
147,817
88,844
149,836
213,833
89,862
212,850
110,881
170,875
87,911
210,896
88,933
210,918
224,931
181,972
87,982
208,957
149,976
159,974
194,971
208,968
76,745
76,1051
76,898
225,741
225,1053
225,897
25,11
25,329
25,170
373,5
373,371
373,188
86,11
86,339
86,175
257,9
257,349
257,179
154,19
154,341
154,180
76,745
225,741
150,743
25,329
366,351
195,340
