947,88
964,88
1029,131
988,186
806,198
970,205
962,222
849,236
976,291
749,331
931,380
946,397
880,399
926,399
898,402
938,413
946,413
906,414
925,414
881,415
937,425
947,425
905,426
926,426
881,427
891,427
938,437
906,438
912,438
947,438
882,439
892,439
926,439
938,450
785,451
891,451
905,451
919,451
947,451
882,452
907,463
933,463
946,463
881,464
893,464
919,464
946,475
906,476
919,476
936,476
881,477
891,477
925,477
946,488
899,489
912,489
919,489
927,489
938,489
881,490
891,490
946,501
890,502
898,502
912,502
918,502
881,503
890,515
945,519
879,521
879,572
945,692
894,697
960,701
953,710
963,720
925,756
945,769
933,770
871,786
933,788
981,792
872,802
981,809
907,825
962,832
872,847
983,857
873,869
983,878
992,901
940,911
873,916
982,917
907,923
918,923
963,926
982,927
864,699
864,1053
864,876
1001,697
1001,1051
1001,874
752,5
752,331
752,168
1058,9
1058,303
1058,156
859,9
859,315
859,162
1004,5
1004,311
1004,158
947,5
947,309
947,157
864,699
1001,697
932,698
760,311
1058,303
909,307
