135,108
153,110
59,163
195,234
163,237
181,243
159,260
156,281
262,303
156,298
184,311
115,322
257,325
118,342
193,343
177,342
84,349
203,417
216,433
141,435
188,439
165,440
204,450
214,449
172,450
192,451
141,451
203,462
213,463
164,463
195,463
141,464
150,464
203,475
171,476
179,476
213,474
141,477
150,477
194,475
202,487
74,490
150,489
163,489
186,487
213,488
141,490
171,502
202,501
214,500
141,503
150,502
182,501
213,512
162,515
178,514
203,514
141,516
150,516
195,514
213,526
156,528
171,528
179,527
187,527
202,526
140,529
150,530
214,539
150,542
156,542
171,541
187,541
141,543
150,555
216,557
141,561
81,574
146,616
280,612
133,744
80,770
158,802
161,822
147,817
88,844
149,836
213,833
89,862
212,850
79,876
110,881
253,861
170,875
87,911
210,896
88,933
254,908
210,918
224,931
87,982
208,957
149,976
159,974
194,971
208,968
