902,58
947,88
964,88
817,103
860,103
1029,131
895,136
981,153
841,169
825,171
840,183
872,183
988,186
916,196
806,198
900,200
1002,202
970,205
946,206
925,207
890,211
962,222
941,228
849,236
856,247
1003,262
928,271
871,277
847,291
879,291
917,291
976,291
935,292
862,308
916,308
904,309
841,319
749,331
931,380
946,397
880,399
926,399
898,402
938,413
946,413
906,414
925,414
881,415
937,425
947,425
905,426
926,426
881,427
891,427
938,437
906,438
912,438
947,438
882,439
892,439
926,439
938,450
785,451
891,451
905,451
919,451
947,451
882,452
907,463
933,463
946,463
881,464
893,464
919,464
946,475
906,476
919,476
936,476
881,477
891,477
925,477
946,488
899,489
912,489
919,489
927,489
938,489
881,490
891,490
946,501
890,502
898,502
912,502
918,502
881,503
890,515
945,519
879,521
787,531
879,572
980,574
974,651
945,692
894,697
960,701
953,710
963,720
862,728
925,756
945,769
933,770
871,786
933,788
981,792
872,802
981,809
861,810
907,825
1000,825
962,832
872,847
983,857
873,869
999,870
983,878
992,901
940,911
873,916
982,917
907,923
918,923
963,926
982,927
